UponCompletionOf_5000_sweeps
LocNumber LocName AlleleNumber AlleleName FreqInPop0 FreqInPop1 SDInPop0 SDinPop1
0	1	0	1	0.999905	0.009183	0.000133	0.005866
0	1	1	2	0.000095	0.990817	0.000133	0.005866
1	2	0	1	0.999902	0.004247	0.000143	0.004392
1	2	1	2	0.000098	0.995753	0.000143	0.004392
2	3	0	1	0.999865	0.001630	0.000183	0.002323
2	3	1	2	0.000135	0.998370	0.000183	0.002323
3	4	0	1	0.999715	0.042162	0.000231	0.012091
3	4	1	2	0.000285	0.957838	0.000231	0.012091
4	5	0	1	0.999903	0.001446	0.000138	0.001998
4	5	1	2	0.000097	0.998554	0.000138	0.001998
5	6	0	1	0.999702	0.001625	0.000257	0.002325
5	6	1	2	0.000298	0.998375	0.000257	0.002325
6	7	0	1	0.999898	0.001280	0.000141	0.001757
6	7	1	2	0.000102	0.998720	0.000141	0.001757
7	8	0	1	0.999898	0.001427	0.000149	0.002053
7	8	1	2	0.000102	0.998573	0.000149	0.002053
8	9	0	1	0.999896	0.001386	0.000149	0.001969
8	9	1	2	0.000104	0.998614	0.000149	0.001969
9	10	0	1	0.999690	0.001387	0.000253	0.001982
9	10	1	2	0.000310	0.998613	0.000253	0.001982
10	11	0	1	0.999387	0.001261	0.000378	0.001789
10	11	1	2	0.000613	0.998739	0.000378	0.001789
11	12	0	1	0.999899	0.001491	0.000141	0.002195
11	12	1	2	0.000101	0.998509	0.000141	0.002195
12	13	0	1	0.999759	0.001341	0.000236	0.001806
12	13	1	2	0.000241	0.998659	0.000236	0.001806
13	14	0	1	0.999513	0.002464	0.000305	0.003087
13	14	1	2	0.000487	0.997536	0.000305	0.003087
14	15	0	1	0.999473	0.001587	0.000336	0.002196
14	15	1	2	0.000527	0.998413	0.000336	0.002196
15	16	0	1	0.999285	0.130006	0.000375	0.018446
15	16	1	2	0.000715	0.869994	0.000375	0.018446
16	17	0	1	0.999690	0.006742	0.000250	0.005113
16	17	1	2	0.000310	0.993258	0.000250	0.005113
17	18	0	1	0.999499	0.001655	0.000315	0.002329
17	18	1	2	0.000501	0.998345	0.000315	0.002329
18	19	0	1	0.999475	0.001378	0.000328	0.001965
18	19	1	2	0.000525	0.998622	0.000328	0.001965
19	20	0	1	0.999695	0.005386	0.000247	0.004297
19	20	1	2	0.000305	0.994614	0.000247	0.004297
20	21	0	1	0.999750	0.001278	0.000243	0.001787
20	21	1	2	0.000250	0.998722	0.000243	0.001787
21	22	0	1	0.999637	0.005843	0.000299	0.004081
21	22	1	2	0.000363	0.994157	0.000299	0.004081
22	23	0	2	0.015176	0.999140	0.001959	0.001186
22	23	1	1	0.984824	0.000860	0.001959	0.001186
23	24	0	1	0.999410	0.041010	0.000369	0.011365
23	24	1	2	0.000590	0.958990	0.000369	0.011365
24	25	0	1	0.999886	0.001118	0.000163	0.001556
24	25	1	2	0.000114	0.998882	0.000163	0.001556
25	26	0	1	0.999892	0.063870	0.000154	0.014161
25	26	1	2	0.000108	0.936130	0.000154	0.014161
26	27	0	1	0.998962	0.001328	0.000509	0.001837
26	27	1	2	0.001038	0.998672	0.000509	0.001837
27	28	0	1	0.997706	0.001229	0.000751	0.001725
27	28	1	2	0.002294	0.998771	0.000751	0.001725
28	29	0	1	0.999661	0.001208	0.000280	0.001699
28	29	1	2	0.000339	0.998792	0.000280	0.001699
29	30	0	1	0.999446	0.001309	0.000358	0.001867
29	30	1	2	0.000554	0.998691	0.000358	0.001867
30	31	0	1	0.999182	0.002383	0.000438	0.003068
30	31	1	2	0.000818	0.997617	0.000438	0.003068
31	32	0	1	0.999886	0.014897	0.000164	0.006859
31	32	1	2	0.000114	0.985103	0.000164	0.006859
32	33	0	1	0.998894	0.001613	0.000509	0.002160
32	33	1	2	0.001106	0.998387	0.000509	0.002160
33	34	0	1	0.999683	0.004536	0.000252	0.003646
33	34	1	2	0.000317	0.995464	0.000252	0.003646
34	35	0	1	0.999899	0.019728	0.000141	0.009994
34	35	1	2	0.000101	0.980272	0.000141	0.009994
35	36	0	1	0.999747	0.002312	0.000230	0.003246
35	36	1	2	0.000253	0.997688	0.000230	0.003246
36	37	0	1	0.999897	0.014370	0.000148	0.011392
36	37	1	2	0.000103	0.985630	0.000148	0.011392
37	38	0	1	0.999705	0.005304	0.000242	0.006840
37	38	1	2	0.000295	0.994696	0.000242	0.006840
38	39	0	1	0.999908	0.076586	0.000126	0.016952
38	39	1	2	0.000092	0.923414	0.000126	0.016952
39	40	0	1	0.999534	0.004130	0.000293	0.005437
39	40	1	2	0.000466	0.995870	0.000293	0.005437
40	41	0	1	0.999902	0.007268	0.000139	0.005663
40	41	1	2	0.000098	0.992732	0.000139	0.005663
41	42	0	1	0.999724	0.043297	0.000226	0.016264
41	42	1	2	0.000276	0.956703	0.000226	0.016264
42	43	0	1	0.999747	0.002101	0.000226	0.002924
42	43	1	2	0.000253	0.997899	0.000226	0.002924
43	44	0	1	0.999327	0.002623	0.000360	0.003691
43	44	1	2	0.000673	0.997377	0.000360	0.003691
44	45	0	1	0.999562	0.006215	0.000307	0.004947
44	45	1	2	0.000438	0.993785	0.000307	0.004947
45	46	0	1	0.999454	0.005254	0.000343	0.004625
45	46	1	2	0.000546	0.994746	0.000343	0.004625
46	47	0	1	0.999424	0.002127	0.000367	0.003035
46	47	1	2	0.000576	0.997873	0.000367	0.003035
47	48	0	1	0.999888	0.006255	0.000160	0.004977
47	48	1	2	0.000112	0.993745	0.000160	0.004977
48	49	0	1	0.999037	0.005625	0.000436	0.004369
48	49	1	2	0.000963	0.994375	0.000436	0.004369
49	50	0	1	0.999353	0.002402	0.000380	0.003256
49	50	1	2	0.000647	0.997598	0.000380	0.003256
50	51	0	1	0.999526	0.002216	0.000310	0.002979
50	51	1	2	0.000474	0.997784	0.000310	0.002979
51	52	0	1	0.999526	0.014068	0.000300	0.007484
51	52	1	2	0.000474	0.985932	0.000300	0.007484
52	53	0	1	0.999904	0.002205	0.000137	0.002964
52	53	1	2	0.000096	0.997795	0.000137	0.002964
53	54	0	1	0.999908	0.128476	0.000131	0.019577
53	54	1	2	0.000092	0.871524	0.000131	0.019577
54	55	0	1	0.999903	0.005197	0.000142	0.006802
54	55	1	2	0.000097	0.994803	0.000142	0.006802
55	56	0	1	0.999904	0.002290	0.000133	0.003204
55	56	1	2	0.000096	0.997710	0.000133	0.003204
56	57	0	1	0.998579	0.001866	0.000559	0.002542
56	57	1	2	0.001421	0.998134	0.000559	0.002542
57	58	0	1	0.996678	0.027566	0.000850	0.010226
57	58	1	2	0.003322	0.972434	0.000850	0.010226
58	59	0	1	0.999891	0.022927	0.000153	0.009627
58	59	1	2	0.000109	0.977073	0.000153	0.009627
59	60	0	1	0.999513	0.002480	0.000309	0.003321
59	60	1	2	0.000487	0.997520	0.000309	0.003321
60	61	0	2	0.000094	0.937637	0.000133	0.016913
60	61	1	1	0.999906	0.062363	0.000133	0.016913
61	62	0	1	0.999705	0.050987	0.000242	0.014115
61	62	1	2	0.000295	0.949013	0.000242	0.014115
62	63	0	1	0.999906	0.116231	0.000130	0.020592
62	63	1	2	0.000094	0.883769	0.000130	0.020592
63	64	0	1	0.999887	0.003485	0.000163	0.002801
63	64	1	2	0.000113	0.996515	0.000163	0.002801
64	65	0	1	0.999705	0.014703	0.000239	0.007966
64	65	1	2	0.000295	0.985297	0.000239	0.007966
65	66	0	1	0.999690	0.020671	0.000251	0.010709
65	66	1	2	0.000310	0.979329	0.000251	0.010709
66	67	0	1	0.999897	0.001890	0.000143	0.002594
66	67	1	2	0.000103	0.998110	0.000143	0.002594
67	68	0	1	0.999899	0.001892	0.000142	0.002680
67	68	1	2	0.000101	0.998108	0.000142	0.002680
68	69	0	1	0.999899	0.002042	0.000137	0.002802
68	69	1	2	0.000101	0.997958	0.000137	0.002802
69	70	0	1	0.999501	0.007618	0.000313	0.005790
69	70	1	2	0.000499	0.992382	0.000313	0.005790
70	71	0	1	0.999899	0.022189	0.000142	0.009678
70	71	1	2	0.000101	0.977811	0.000142	0.009678
71	72	0	1	0.997572	0.028449	0.000682	0.010274
71	72	1	2	0.002428	0.971551	0.000682	0.010274
72	73	0	1	0.999714	0.001878	0.000236	0.002660
72	73	1	2	0.000286	0.998122	0.000236	0.002660
73	74	0	1	0.999860	0.001994	0.000188	0.002791
73	74	1	2	0.000140	0.998006	0.000188	0.002791
74	75	0	1	0.998598	0.001822	0.000535	0.002617
74	75	1	2	0.001402	0.998178	0.000535	0.002617
75	76	0	1	0.992386	0.007163	0.001234	0.004890
75	76	1	2	0.007614	0.992837	0.001234	0.004890
76	77	0	1	0.999908	0.008193	0.000128	0.005166
76	77	1	2	0.000092	0.991807	0.000128	0.005166
77	78	0	1	0.999706	0.005661	0.000243	0.004655
77	78	1	2	0.000294	0.994339	0.000243	0.004655
78	79	0	1	0.999558	0.012305	0.000295	0.007694
78	79	1	2	0.000442	0.987695	0.000295	0.007694
79	80	0	1	0.999715	0.001833	0.000231	0.002546
79	80	1	2	0.000285	0.998167	0.000231	0.002546
80	81	0	1	0.999903	0.001994	0.000134	0.002920
80	81	1	2	0.000097	0.998006	0.000134	0.002920
81	82	0	1	0.999869	0.001863	0.000179	0.002538
81	82	1	2	0.000131	0.998137	0.000179	0.002538
82	83	0	1	0.999687	0.003344	0.000249	0.004246
82	83	1	2	0.000313	0.996656	0.000249	0.004246
83	84	0	1	0.999681	0.005670	0.000261	0.004672
83	84	1	2	0.000319	0.994330	0.000261	0.004672
84	85	0	1	0.999704	0.001856	0.000243	0.002565
84	85	1	2	0.000296	0.998144	0.000243	0.002565
85	86	0	1	0.999901	0.007522	0.000137	0.004817
85	86	1	2	0.000099	0.992478	0.000137	0.004817
86	87	0	1	0.999896	0.006448	0.000145	0.005235
86	87	1	2	0.000104	0.993552	0.000145	0.005235
87	88	0	1	0.999904	0.002889	0.000133	0.004038
87	88	1	2	0.000096	0.997111	0.000133	0.004038
88	89	0	1	0.999336	0.002857	0.000364	0.003913
88	89	1	2	0.000664	0.997143	0.000364	0.003913
89	90	0	1	0.999715	0.001771	0.000238	0.002415
89	90	1	2	0.000285	0.998229	0.000238	0.002415
90	91	0	1	0.999904	0.051408	0.000137	0.013960
90	91	1	2	0.000096	0.948592	0.000137	0.013960
91	92	0	1	0.999906	0.001924	0.000134	0.002644
91	92	1	2	0.000094	0.998076	0.000134	0.002644
92	93	0	1	0.999825	0.005782	0.000206	0.004833
92	93	1	2	0.000175	0.994218	0.000206	0.004833
93	94	0	1	0.999862	0.164796	0.000173	0.021612
93	94	1	2	0.000138	0.835204	0.000173	0.021612
94	95	0	1	0.999833	0.023061	0.000210	0.012039
94	95	1	2	0.000167	0.976939	0.000210	0.012039
95	96	0	1	0.999521	0.006492	0.000308	0.005182
95	96	1	2	0.000479	0.993508	0.000308	0.005182
96	97	0	1	0.999904	0.008884	0.000134	0.006838
96	97	1	2	0.000096	0.991116	0.000134	0.006838
97	98	0	1	0.999741	0.002057	0.000235	0.002836
97	98	1	2	0.000259	0.997943	0.000235	0.002836
98	99	0	1	0.999716	0.021080	0.000235	0.008985
98	99	1	2	0.000284	0.978920	0.000235	0.008985
99	100	0	1	0.999738	0.004018	0.000239	0.004757
99	100	1	2	0.000262	0.995982	0.000239	0.004757
100	101	0	1	0.999906	0.007561	0.000134	0.006079
100	101	1	2	0.000094	0.992439	0.000134	0.006079
101	102	0	1	0.996704	0.001932	0.000817	0.002740
101	102	1	2	0.003296	0.998068	0.000817	0.002740
102	103	0	1	0.999360	0.002934	0.000366	0.003933
102	103	1	2	0.000640	0.997066	0.000366	0.003933
103	104	0	1	0.999904	0.002097	0.000137	0.002861
103	104	1	2	0.000096	0.997903	0.000137	0.002861
104	105	0	1	0.999908	0.008014	0.000131	0.006374
104	105	1	2	0.000092	0.991986	0.000131	0.006374
105	106	0	1	0.999904	0.015311	0.000138	0.009113
105	106	1	2	0.000096	0.984689	0.000138	0.009113
106	107	0	1	0.999724	0.006296	0.000226	0.005911
106	107	1	2	0.000276	0.993704	0.000226	0.005911
107	108	0	1	0.999723	0.002218	0.000229	0.003137
107	108	1	2	0.000277	0.997782	0.000229	0.003137
108	109	0	1	0.998771	0.010124	0.000487	0.006241
108	109	1	2	0.001229	0.989876	0.000487	0.006241
109	110	0	2	0.001188	0.984450	0.000482	0.009185
109	110	1	1	0.998812	0.015550	0.000482	0.009185
110	111	0	2	0.000476	0.996527	0.000296	0.004385
110	111	1	1	0.999524	0.003473	0.000296	0.004385
111	112	0	1	0.997709	0.006869	0.000671	0.005245
111	112	1	2	0.002291	0.993131	0.000671	0.005245
112	113	0	1	0.999851	0.002212	0.000189	0.003024
112	113	1	2	0.000149	0.997788	0.000189	0.003024
113	114	0	1	0.999417	0.001844	0.000362	0.002601
113	114	1	2	0.000583	0.998156	0.000362	0.002601
114	115	0	1	0.999703	0.011531	0.000244	0.009865
114	115	1	2	0.000297	0.988469	0.000244	0.009865
115	116	0	1	0.999895	0.019447	0.000142	0.009090
115	116	1	2	0.000105	0.980553	0.000142	0.009090
116	117	0	1	0.999504	0.002242	0.000315	0.003096
116	117	1	2	0.000496	0.997758	0.000315	0.003096
117	118	0	1	0.999892	0.001408	0.000155	0.001971
117	118	1	2	0.000108	0.998592	0.000155	0.001971
118	119	0	1	0.998128	0.001362	0.000673	0.001874
118	119	1	2	0.001872	0.998638	0.000673	0.001874
119	120	0	1	0.999893	0.030165	0.000151	0.012001
119	120	1	2	0.000107	0.969835	0.000151	0.012001
120	121	0	1	0.999905	0.002659	0.000132	0.003614
120	121	1	2	0.000095	0.997341	0.000132	0.003614
121	122	0	1	0.999610	0.002837	0.000289	0.003694
121	122	1	2	0.000390	0.997163	0.000289	0.003694
122	123	0	1	0.999886	0.002249	0.000162	0.003148
122	123	1	2	0.000114	0.997751	0.000162	0.003148
123	124	0	1	0.994574	0.003670	0.001052	0.003803
123	124	1	2	0.005426	0.996330	0.001052	0.003803
124	125	0	1	0.999707	0.002208	0.000234	0.002918
124	125	1	2	0.000293	0.997792	0.000234	0.002918
125	126	0	1	0.996275	0.006630	0.000888	0.004992
125	126	1	2	0.003725	0.993370	0.000888	0.004992
126	127	0	1	0.999498	0.002011	0.000316	0.002920
126	127	1	2	0.000502	0.997989	0.000316	0.002920
127	128	0	1	0.999721	0.010428	0.000228	0.007216
127	128	1	2	0.000279	0.989572	0.000228	0.007216
128	129	0	1	0.999720	0.002417	0.000235	0.003370
128	129	1	2	0.000280	0.997583	0.000235	0.003370
129	130	0	1	0.998235	0.009881	0.000601	0.006144
129	130	1	2	0.001765	0.990119	0.000601	0.006144
130	131	0	1	0.999502	0.001826	0.000305	0.002561
130	131	1	2	0.000498	0.998174	0.000305	0.002561
131	132	0	1	0.999903	0.002116	0.000138	0.002900
131	132	1	2	0.000097	0.997884	0.000138	0.002900
132	133	0	1	0.999723	0.002627	0.000228	0.003633
132	133	1	2	0.000277	0.997373	0.000228	0.003633
133	134	0	1	0.999900	0.002373	0.000139	0.003174
133	134	1	2	0.000100	0.997627	0.000139	0.003174
134	135	0	1	0.999883	0.002476	0.000157	0.003445
134	135	1	2	0.000117	0.997524	0.000157	0.003445
135	136	0	1	0.999519	0.023921	0.000304	0.011297
135	136	1	2	0.000481	0.976079	0.000304	0.011297
136	137	0	1	0.999902	0.027278	0.000137	0.011452
136	137	1	2	0.000098	0.972722	0.000137	0.011452
137	138	0	1	0.999255	0.017205	0.000377	0.011789
137	138	1	2	0.000745	0.982795	0.000377	0.011789
138	139	0	1	0.999902	0.002313	0.000136	0.003226
138	139	1	2	0.000098	0.997687	0.000136	0.003226
139	140	0	1	0.999891	0.007960	0.000155	0.007386
139	140	1	2	0.000109	0.992040	0.000155	0.007386
140	141	0	1	0.999904	0.010119	0.000135	0.006997
140	141	1	2	0.000096	0.989881	0.000135	0.006997
141	142	0	1	0.999645	0.003260	0.000274	0.004269
141	142	1	2	0.000355	0.996740	0.000274	0.004269
142	143	0	1	0.999706	0.017766	0.000240	0.008835
142	143	1	2	0.000294	0.982234	0.000240	0.008835
143	144	0	1	0.999505	0.006039	0.000312	0.006906
143	144	1	2	0.000495	0.993961	0.000312	0.006906
144	145	0	1	0.998259	0.002312	0.000609	0.003108
144	145	1	2	0.001741	0.997688	0.000609	0.003108
145	146	0	1	0.999904	0.002360	0.000133	0.003171
145	146	1	2	0.000096	0.997640	0.000133	0.003171
146	147	0	1	0.999900	0.002420	0.000140	0.003271
146	147	1	2	0.000100	0.997580	0.000140	0.003271
147	148	0	1	0.999902	0.002834	0.000145	0.003808
147	148	1	2	0.000098	0.997166	0.000145	0.003808
148	149	0	1	0.999327	0.005504	0.000392	0.004399
148	149	1	2	0.000673	0.994496	0.000392	0.004399
149	150	0	1	0.999707	0.026631	0.000241	0.011421
149	150	1	2	0.000293	0.973369	0.000241	0.011421
150	151	0	1	0.999707	0.029423	0.000241	0.010418
150	151	1	2	0.000293	0.970577	0.000241	0.010418
151	152	0	1	0.999899	0.002538	0.000144	0.003477
151	152	1	2	0.000101	0.997462	0.000144	0.003477
152	153	0	1	0.999839	0.002458	0.000209	0.003278
152	153	1	2	0.000161	0.997542	0.000209	0.003278
153	154	0	1	0.999696	0.023130	0.000249	0.011606
153	154	1	2	0.000304	0.976870	0.000249	0.011606
154	155	0	2	0.000107	0.966869	0.000151	0.013620
154	155	1	1	0.999893	0.033131	0.000151	0.013620
155	156	0	2	0.000274	0.997367	0.000240	0.003686
155	156	1	1	0.999726	0.002633	0.000240	0.003686
156	157	0	1	0.999521	0.021787	0.000314	0.010047
156	157	1	2	0.000479	0.978213	0.000314	0.010047
157	158	0	1	0.999374	0.006555	0.000369	0.005075
157	158	1	2	0.000626	0.993445	0.000369	0.005075
158	159	0	1	0.999692	0.007182	0.000251	0.005653
158	159	1	2	0.000308	0.992818	0.000251	0.005653
159	160	0	1	0.999714	0.036371	0.000230	0.014459
159	160	1	2	0.000286	0.963629	0.000230	0.014459
160	161	0	1	0.999707	0.009291	0.000272	0.007220
160	161	1	2	0.000293	0.990709	0.000272	0.007220
161	162	0	2	0.000462	0.993643	0.000297	0.007293
161	162	1	1	0.999538	0.006357	0.000297	0.007293
162	163	0	1	0.999689	0.023072	0.000250	0.010651
162	163	1	2	0.000311	0.976928	0.000250	0.010651
163	164	0	1	0.996411	0.013011	0.000898	0.007328
163	164	1	2	0.003589	0.986989	0.000898	0.007328
164	165	0	1	0.999027	0.016966	0.000453	0.009716
164	165	1	2	0.000973	0.983034	0.000453	0.009716
165	166	0	1	0.999903	0.003406	0.000138	0.004818
165	166	1	2	0.000097	0.996594	0.000138	0.004818
166	167	0	1	0.999908	0.003711	0.000131	0.004917
166	167	1	2	0.000092	0.996289	0.000131	0.004917
167	168	0	1	0.999905	0.006081	0.000133	0.007850
167	168	1	2	0.000095	0.993919	0.000133	0.007850
168	169	0	1	0.999300	0.031491	0.000372	0.014652
168	169	1	2	0.000700	0.968509	0.000372	0.014652
169	170	0	1	0.999907	0.076004	0.000131	0.018506
169	170	1	2	0.000093	0.923996	0.000131	0.018506
170	171	0	1	0.999906	0.003669	0.000133	0.005011
170	171	1	2	0.000094	0.996331	0.000133	0.005011
171	172	0	2	0.000628	0.986054	0.000359	0.011119
171	172	1	1	0.999372	0.013946	0.000359	0.011119
172	173	0	1	0.997478	0.002348	0.000725	0.003143
172	173	1	2	0.002522	0.997652	0.000725	0.003143
173	174	0	1	0.999908	0.003505	0.000134	0.004595
173	174	1	2	0.000092	0.996495	0.000134	0.004595
174	175	0	1	0.999708	0.003518	0.000236	0.004712
174	175	1	2	0.000292	0.996482	0.000236	0.004712
175	176	0	1	0.999113	0.002829	0.000424	0.003991
175	176	1	2	0.000887	0.997171	0.000424	0.003991
176	177	0	1	0.999903	0.002356	0.000138	0.003297
176	177	1	2	0.000097	0.997644	0.000138	0.003297
177	178	0	1	0.999712	0.007956	0.000238	0.006150
177	178	1	2	0.000288	0.992044	0.000238	0.006150
178	179	0	1	0.999908	0.066298	0.000131	0.018590
178	179	1	2	0.000092	0.933702	0.000131	0.018590
179	180	0	1	0.999905	0.029869	0.000132	0.013151
179	180	1	2	0.000095	0.970131	0.000132	0.013151
180	181	0	1	0.999789	0.004781	0.000216	0.006253
180	181	1	2	0.000211	0.995219	0.000216	0.006253
181	182	0	1	0.999713	0.002787	0.000236	0.003845
181	182	1	2	0.000287	0.997213	0.000236	0.003845
182	183	0	1	0.999911	0.003481	0.000130	0.004547
182	183	1	2	0.000089	0.996519	0.000130	0.004547
183	184	0	1	0.998350	0.003422	0.000587	0.004602
183	184	1	2	0.001650	0.996578	0.000587	0.004602
184	185	0	1	0.999536	0.011112	0.000296	0.008616
184	185	1	2	0.000464	0.988888	0.000296	0.008616
185	186	0	1	0.999636	0.015855	0.000293	0.007956
185	186	1	2	0.000364	0.984145	0.000293	0.007956
186	187	0	1	0.999494	0.002154	0.000328	0.002904
186	187	1	2	0.000506	0.997846	0.000328	0.002904
187	188	0	1	0.999718	0.071897	0.000240	0.017572
187	188	1	2	0.000282	0.928103	0.000240	0.017572
188	189	0	1	0.999891	0.005840	0.000152	0.004571
188	189	1	2	0.000109	0.994160	0.000152	0.004571
189	190	0	1	0.999906	0.114137	0.000132	0.020621
189	190	1	2	0.000094	0.885863	0.000132	0.020621
190	191	0	1	0.999694	0.009551	0.000249	0.006607
190	191	1	2	0.000306	0.990449	0.000249	0.006607
191	192	0	1	0.999697	0.016484	0.000243	0.008146
191	192	1	2	0.000303	0.983516	0.000243	0.008146
192	193	0	1	0.999495	0.001932	0.000323	0.002663
192	193	1	2	0.000505	0.998068	0.000323	0.002663
193	194	0	1	0.999712	0.001687	0.000238	0.002362
193	194	1	2	0.000288	0.998313	0.000238	0.002362
194	195	0	1	0.999897	0.006720	0.000143	0.005312
194	195	1	2	0.000103	0.993280	0.000143	0.005312
195	196	0	1	0.999907	0.033852	0.000135	0.012247
195	196	1	2	0.000093	0.966148	0.000135	0.012247
196	197	0	1	0.987429	0.001038	0.001736	0.001519
196	197	1	2	0.012571	0.998962	0.001736	0.001519
197	198	0	1	0.999510	0.002084	0.000317	0.002840
197	198	1	2	0.000490	0.997916	0.000317	0.002840
198	199	0	1	0.999904	0.002426	0.000133	0.003304
198	199	1	2	0.000096	0.997574	0.000133	0.003304
199	200	0	1	0.999769	0.003931	0.000223	0.004919
199	200	1	2	0.000231	0.996069	0.000223	0.004919
200	201	0	1	0.999904	0.012689	0.000128	0.008881
200	201	1	2	0.000096	0.987311	0.000128	0.008881
201	202	0	1	0.999205	0.006775	0.000403	0.006631
201	202	1	2	0.000795	0.993225	0.000403	0.006631
202	203	0	1	0.999908	0.076191	0.000131	0.017595
202	203	1	2	0.000092	0.923809	0.000131	0.017595
203	204	0	1	0.999566	0.358956	0.000275	0.024145
203	204	1	2	0.000434	0.641044	0.000275	0.024145
204	205	0	2	0.000092	0.980836	0.000129	0.010920
204	205	1	1	0.999908	0.019164	0.000129	0.010920
205	206	0	1	0.999912	0.003825	0.000125	0.004988
205	206	1	2	0.000088	0.996175	0.000125	0.004988
206	207	0	1	0.999907	0.033054	0.000135	0.013567
206	207	1	2	0.000093	0.966946	0.000135	0.013567
207	208	0	1	0.999720	0.010631	0.000229	0.008073
207	208	1	2	0.000280	0.989369	0.000229	0.008073
208	209	0	1	0.999909	0.004642	0.000128	0.006030
208	209	1	2	0.000091	0.995358	0.000128	0.006030
209	210	0	1	0.999541	0.092673	0.000288	0.019034
209	210	1	2	0.000459	0.907327	0.000288	0.019034
210	211	0	1	0.999911	0.003014	0.000127	0.004107
210	211	1	2	0.000089	0.996986	0.000127	0.004107
211	212	0	1	0.999738	0.010735	0.000215	0.008111
211	212	1	2	0.000262	0.989265	0.000215	0.008111
212	213	0	1	0.999729	0.009965	0.000225	0.007681
212	213	1	2	0.000271	0.990035	0.000225	0.007681
213	214	0	1	0.999907	0.010545	0.000134	0.008224
213	214	1	2	0.000093	0.989455	0.000134	0.008224
214	215	0	1	0.999912	0.004972	0.000124	0.006456
214	215	1	2	0.000088	0.995028	0.000124	0.006456
215	216	0	1	0.999907	0.014730	0.000135	0.010466
215	216	1	2	0.000093	0.985270	0.000135	0.010466
216	217	0	1	0.999910	0.004249	0.000126	0.005574
216	217	1	2	0.000090	0.995751	0.000126	0.005574
217	218	0	1	0.999819	0.015214	0.000220	0.011745
217	218	1	2	0.000181	0.984786	0.000220	0.011745
218	219	0	1	0.999910	0.016252	0.000127	0.011386
218	219	1	2	0.000090	0.983748	0.000127	0.011386
219	220	0	1	0.999909	0.004297	0.000126	0.005466
219	220	1	2	0.000091	0.995703	0.000126	0.005466
220	221	0	1	0.999644	0.018565	0.000278	0.009845
220	221	1	2	0.000356	0.981435	0.000278	0.009845
221	222	0	1	0.999908	0.002681	0.000131	0.003901
221	222	1	2	0.000092	0.997319	0.000131	0.003901
222	223	0	1	0.999877	0.010696	0.000169	0.009496
222	223	1	2	0.000123	0.989304	0.000169	0.009496
223	224	0	1	0.999715	0.009255	0.000228	0.007212
223	224	1	2	0.000285	0.990745	0.000228	0.007212
224	225	0	1	0.999710	0.097302	0.000237	0.020455
224	225	1	2	0.000290	0.902698	0.000237	0.020455
225	226	0	1	0.999905	0.020971	0.000140	0.014434
225	226	1	2	0.000095	0.979029	0.000140	0.014434
226	227	0	1	0.999718	0.019025	0.000232	0.016719
226	227	1	2	0.000282	0.980975	0.000232	0.016719
227	228	0	1	0.999414	0.015799	0.000342	0.010629
